id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
1,2.0117,1.7464,0.3791,0.523,0.9195,1.3803,1.7553,0.5593,1.2127,0.482,1.3983,1.9453,0.4833,1.0563,0.5568,0.386,1.2231,0.8029,1.2385,1.0664,0.6363,2.2622,1.2212,1.3939,1.3252
2,2.0117,1.7464,0.3791,0.523,0.9195,1.3803,1.7553,0.5593,1.2127,0.482,1.3983,1.9453,0.4833,1.0563,0.5568,0.386,1.2231,0.8029,1.2385,1.0664,0.6363,2.2622,1.2212,1.3939,1.3252
3,2.0117,1.7464,0.3791,0.523,0.9195,1.3803,1.7553,0.5593,1.2127,0.482,1.3983,1.9453,0.4833,1.0563,0.5568,0.386,1.2231,0.8029,1.2385,1.0664,0.6363,2.2622,1.2212,1.3939,1.3252
4,2.0117,1.7464,0.3791,0.523,0.9195,1.3803,1.7553,0.5593,1.2127,0.482,1.3983,1.9453,0.4833,1.0563,0.5568,0.386,1.2231,0.8029,1.2385,1.0664,0.6363,2.2622,1.2212,1.3939,1.3252
5,2.0117,1.7464,0.3791,0.523,0.9195,1.3803,1.7553,0.5593,1.2127,0.482,1.3983,1.9453,0.4833,1.0563,0.5568,0.386,1.2231,0.8029,1.2385,1.0664,0.6363,2.2622,1.2212,1.3939,1.3252
6,2.0117,1.7464,0.3791,0.523,0.9195,1.3803,1.7553,0.5593,1.2127,0.482,1.3983,1.9453,0.4833,1.0563,0.5568,0.386,1.2231,0.8029,1.2385,1.0664,0.6363,2.2622,1.2212,1.3939,1.3252
7,2.0117,1.7464,0.3791,0.523,0.9195,1.3803,1.7553,0.5593,1.2127,0.482,1.3983,1.9453,0.4833,1.0563,0.5568,0.386,1.2231,0.8029,1.2385,1.0664,0.6363,2.2622,1.2212,1.3939,1.3252
8,2.0117,1.7464,0.3791,0.523,0.9195,1.3803,1.7553,0.5593,1.2127,0.482,1.3983,1.9453,0.4833,1.0563,0.5568,0.386,1.2231,0.8029,1.2385,1.0664,0.6363,2.2622,1.2212,1.3939,1.3252
9,2.0117,1.7464,0.3791,0.523,0.9195,1.3803,1.7553,0.5593,1.2127,0.482,1.3983,1.9453,0.4833,1.0563,0.5568,0.386,1.2231,0.8029,1.2385,1.0664,0.6363,2.2622,1.2212,1.3939,1.3252
10,2.0117,1.7464,0.3791,0.523,0.9195,1.3803,1.7553,0.5593,1.2127,0.482,1.3983,1.9453,0.4833,1.0563,0.5568,0.386,1.2231,0.8029,1.2385,1.0664,0.6363,2.2622,1.2212,1.3939,1.3252
11,2.0117,1.7464,0.3791,0.523,0.9195,1.3803,1.7553,0.5593,1.2127,0.482,1.3983,1.9453,0.4833,1.0563,0.5568,0.386,1.2231,0.8029,1.2385,1.0664,0.6363,2.2622,1.2212,1.3939,1.3252
12,2.0117,1.7464,0.3791,0.523,0.9195,1.3803,1.7553,0.5593,1.2127,0.482,1.3983,1.9453,0.4833,1.0563,0.5568,0.386,1.2231,0.8029,1.2385,1.0664,0.6363,2.2622,1.2212,1.3939,1.3252
13,2.0117,1.7464,0.3791,0.523,0.9195,1.3803,1.7553,0.5593,1.2127,0.482,1.3983,1.9453,0.4833,1.0563,0.5568,0.386,1.2231,0.8029,1.2385,1.0664,0.6363,2.2622,1.2212,1.3939,1.3252
14,2.0117,1.7464,0.3791,0.523,0.9195,1.3803,1.7553,0.5593,1.2127,0.482,1.3983,1.9453,0.4833,1.0563,0.5568,0.386,1.2231,0.8029,1.2385,1.0664,0.6363,2.2622,1.2212,1.3939,1.3252
15,2.0117,1.7464,0.3791,0.523,0.9195,1.3803,1.7553,0.5593,1.2127,0.482,1.3983,1.9453,0.4833,1.0563,0.5568,0.386,1.2231,0.8029,1.2385,1.0664,0.6363,2.2622,1.2212,1.3939,1.3252
