id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
26,1.8722,0.3542,1.2307,1.7185,1.5339,1.9876,0.9397,1.4903,1.8496,1.0799,0.9078,1.9377,1.7693,1.2958,1.3118,1.2942,0.2611,1.7239,1.6612,2.0581,1.5999,0.7215,1.1628,1.1022,1.4469,1.4345,1.4678,1.1423,1.087,1.0255,0.467,1.3428,1.3067,2.1089,0.2745,2.0635,1.8152,1.6291,1.2271,1.1828
27,1.8835,0.3166,1.2579,1.7612,1.5758,2.0051,0.9597,1.5256,1.8662,1.1024,0.9145,1.9619,1.7897,1.3186,1.3302,1.3347,0.2577,1.7552,1.6857,2.0872,1.6412,0.7645,1.1735,1.1406,1.469,1.4351,1.4909,1.1682,1.1106,1.0681,0.5065,1.3466,1.3343,2.1155,0.2749,2.091,1.8248,1.6617,1.2681,1.1812
28,1.9622,0.1589,1.5001,1.9875,1.7989,2.1834,1.2029,1.6805,2.0792,1.2499,1.0391,2.1043,1.9878,1.5679,1.5679,1.534,0.4693,1.9731,1.7835,2.251,1.8569,0.977,1.3859,1.258,1.6733,1.5261,1.686,1.3684,1.3637,1.268,0.6541,1.472,1.4394,2.2434,0.4392,2.2188,1.9262,1.9124,1.4402,1.2632
29,1.8116,0.3291,1.4767,1.9596,1.7641,2.0928,1.2128,1.5866,2.0381,1.137,0.9305,1.9807,1.9133,1.582,1.6482,1.4779,0.5599,1.9071,1.6477,2.1411,1.9181,1.0275,1.4868,1.2829,1.6041,1.4042,1.6048,1.2926,1.3908,1.3181,0.6763,1.3705,1.3167,2.1343,0.5737,2.0921,1.7899,1.8933,1.3835,1.1414
30,2.0338,0.1602,1.5932,2.0501,1.8636,2.2785,1.2966,1.7378,2.1788,1.3298,1.1308,2.1799,2.0839,1.6594,1.6404,1.5964,0.5485,2.0598,1.8395,2.3258,1.8897,1.0162,1.4515,1.2583,1.7685,1.614,1.7785,1.4583,1.4522,1.2979,0.6818,1.5662,1.4918,2.3362,0.4865,2.2821,2.0084,1.9998,1.4886,1.3506
31,2.026,0.1721,1.5855,2.0337,1.8474,2.2723,1.2924,1.7208,2.1752,1.3186,1.1261,2.1681,2.0772,1.6546,1.6382,1.5795,0.5478,2.0484,1.8251,2.3125,1.8747,1.0004,1.4521,1.2385,1.7611,1.6123,1.77,1.4486,1.4472,1.2813,0.6628,1.5643,1.4758,2.3338,0.4836,2.2678,2.0026,1.9899,1.4699,1.3492
32,2.0186,0.1878,1.5807,2.0196,1.8334,2.2681,1.2914,1.7049,2.1742,1.3089,1.1231,2.1574,2.0727,1.6531,1.6396,1.5645,0.5511,2.0393,1.8111,2.3005,1.8624,0.9875,1.4563,1.2202,1.756,1.6117,1.7636,1.4409,1.4456,1.2673,0.6459,1.5639,1.4605,2.3328,0.485,2.2543,1.9977,1.9828,1.4528,1.3489
33,2.0113,0.2043,1.5761,2.0056,1.8196,2.264,1.2907,1.6891,2.1734,1.2993,1.1204,2.1468,2.0684,1.6518,1.6413,1.5497,0.5551,2.0303,1.7972,2.2887,1.8503,0.9749,1.4608,1.2019,1.751,1.6114,1.7574,1.4335,1.4443,1.2534,0.6293,1.5638,1.4452,2.3319,0.4872,2.2408,1.9929,1.976,1.4357,1.3489
34,2.0042,0.2215,1.5718,1.9917,1.8058,2.2601,1.2904,1.6735,2.1728,1.2901,1.1181,2.1363,2.0642,1.6508,1.6433,1.535,0.5599,2.0215,1.7835,2.277,1.8383,0.9626,1.4656,1.1836,1.7463,1.6113,1.7514,1.4264,1.4433,1.2398,0.6129,1.564,1.4301,2.3312,0.4903,2.2275,1.9883,1.9693,1.4188,1.3492
35,1.9973,0.2393,1.5677,1.9779,1.7922,2.2563,1.2904,1.658,2.1724,1.2811,1.1161,2.126,2.0603,1.6501,1.6455,1.5204,0.5654,2.0128,1.7699,2.2654,1.8265,0.9505,1.4707,1.1655,1.7419,1.6114,1.7456,1.4195,1.4426,1.2264,0.5967,1.5644,1.4152,2.3307,0.4942,2.2143,1.9839,1.9629,1.402,1.3498
36,1.9906,0.2575,1.5639,1.9643,1.7788,2.2528,1.2907,1.6426,2.1721,1.2724,1.1146,2.1159,2.0566,1.6496,1.648,1.506,0.5716,2.0044,1.7564,2.2539,1.8149,0.9387,1.476,1.1474,1.7377,1.6119,1.7401,1.4129,1.4422,1.2132,0.5809,1.5652,1.4004,2.3304,0.499,2.2012,1.9798,1.9566,1.3852,1.3508
37,1.9841,0.2761,1.5604,1.9508,1.7655,2.2494,1.2914,1.6273,2.1721,1.264,1.1134,2.1059,2.0531,1.6493,1.6507,1.4917,0.5784,1.9961,1.7431,2.2426,1.8034,0.9273,1.4817,1.1295,1.7337,1.6126,1.7348,1.4066,1.442,1.2002,0.5654,1.5662,1.3857,2.3302,0.5045,2.1882,1.9758,1.9506,1.3686,1.352
38,1.9778,0.295,1.5572,1.9374,1.7523,2.2463,1.2924,1.6121,2.1723,1.2558,1.1126,2.096,2.0497,1.6494,1.6537,1.4776,0.586,1.988,1.7299,2.2314,1.7921,0.9162,1.4875,1.1116,1.7299,1.6136,1.7297,1.4006,1.4422,1.1874,0.5502,1.5674,1.3712,2.3303,0.5109,2.1753,1.9721,1.9447,1.3521,1.3536
39,1.9721,0.311,1.5543,1.9261,1.7412,2.2433,1.2932,1.5991,2.1722,1.2487,1.1117,2.0875,2.0467,1.6493,1.6563,1.4656,0.5926,1.9809,1.7186,2.2217,1.7829,0.9072,1.4926,1.0968,1.7266,1.614,1.7252,1.3953,1.4424,1.1769,0.5378,1.5682,1.3588,2.3299,0.5168,2.1642,1.9686,1.9397,1.3381,1.3546
40,1.9661,0.3303,1.5515,1.9129,1.7283,2.2404,1.2948,1.5842,2.1727,1.2411,1.1117,2.0779,2.0437,1.6498,1.6598,1.4518,0.6013,1.9732,1.7057,2.2107,1.7719,0.8967,1.499,1.0791,1.7233,1.6155,1.7205,1.3898,1.4431,1.1646,0.5233,1.5699,1.3446,2.3303,0.5246,2.1516,1.9652,1.9342,1.3218,1.3567
41,1.9604,0.3497,1.5491,1.8999,1.7155,2.2378,1.2967,1.5694,2.1735,1.2338,1.112,2.0685,2.041,1.6506,1.6635,1.4381,0.6105,1.9656,1.6929,2.1999,1.7611,0.8866,1.5056,1.0616,1.7202,1.6172,1.7161,1.3846,1.4441,1.1524,0.5093,1.572,1.3306,2.3308,0.533,2.1391,1.9621,1.9289,1.3056,1.3592
42,1.9548,0.3693,1.5468,1.8871,1.703,2.2353,1.299,1.5547,2.1744,1.2268,1.1127,2.0593,2.0384,1.6516,1.6674,1.4247,0.6203,1.9582,1.6804,2.1892,1.7505,0.8768,1.5125,1.0441,1.7174,1.6192,1.712,1.3796,1.4454,1.1406,0.4957,1.5743,1.3167,2.3316,0.542,2.1267,1.9592,1.9238,1.2896,1.362
43,1.9495,0.3889,1.5449,1.8743,1.6905,2.2331,1.3016,1.5401,2.1755,1.2201,1.1137,2.0503,2.0361,1.6529,1.6716,1.4113,0.6306,1.951,1.6679,2.1787,1.74,0.8675,1.5196,1.0268,1.7148,1.6215,1.708,1.375,1.447,1.1289,0.4826,1.5768,1.3031,2.3325,0.5517,2.1144,1.9564,1.919,1.2736,1.3651
44,1.9444,0.4087,1.5432,1.8617,1.6783,2.231,1.3045,1.5257,2.1769,1.2138,1.1152,2.0414,2.034,1.6544,1.676,1.3982,0.6415,1.944,1.6557,2.1683,1.7297,0.8585,1.527,1.0096,1.7125,1.624,1.7044,1.3706,1.4489,1.1176,0.4701,1.5797,1.2896,2.3336,0.562,2.1023,1.954,1.9143,1.2579,1.3684
45,1.9394,0.4286,1.5418,1.8493,1.6662,2.2291,1.3077,1.5115,2.1784,1.2077,1.117,2.0327,2.0321,1.6562,1.6807,1.3853,0.6528,1.9372,1.6436,2.1581,1.7196,0.8499,1.5346,0.9925,1.7104,1.6267,1.7009,1.3666,1.4511,1.1065,0.4582,1.5828,1.2763,2.3349,0.5729,2.0903,1.9517,1.9099,1.2422,1.3721
46,1.9347,0.4485,1.5407,1.837,1.6542,2.2274,1.3113,1.4974,2.1801,1.202,1.1193,2.0242,2.0304,1.6583,1.6857,1.3725,0.6645,1.9306,1.6317,2.148,1.7097,0.8418,1.5425,0.9756,1.7086,1.6298,1.6977,1.3628,1.4536,1.0957,0.4469,1.5862,1.2632,2.3364,0.5842,2.0784,1.9496,1.9057,1.2268,1.3761
47,1.9304,0.4654,1.5397,1.8266,1.6441,2.2257,1.3142,1.4853,2.1813,1.197,1.1209,2.0167,2.0287,1.6599,1.6899,1.3617,0.6746,1.9248,1.6214,2.1393,1.7017,0.8354,1.5492,0.9617,1.7068,1.632,1.6948,1.3595,1.4557,1.0869,0.438,1.5887,1.2519,2.3373,0.5942,2.0682,1.9475,1.902,1.2137,1.3792
48,1.926,0.4854,1.5391,1.8146,1.6325,2.2243,1.3184,1.4715,2.1834,1.1918,1.1238,2.0085,2.0274,1.6625,1.6953,1.3493,0.6871,1.9186,1.6098,2.1295,1.6922,0.828,1.5575,0.945,1.7055,1.6355,1.692,1.3563,1.4587,1.0767,0.428,1.5925,1.2392,2.3391,0.6065,2.0566,1.9458,1.8982,1.1985,1.3837
49,1.9219,0.5055,1.5387,1.8027,1.6211,2.2232,1.3228,1.4578,2.1856,1.1871,1.1271,2.0005,2.0263,1.6652,1.7009,1.3371,0.7001,1.9126,1.5984,2.1198,1.6829,0.8212,1.5661,0.9285,1.7043,1.6392,1.6895,1.3534,1.462,1.0667,0.4189,1.5967,1.2267,2.3411,0.6193,2.0451,1.9444,1.8946,1.1835,1.3886
50,1.918,0.5257,1.5387,1.791,1.6099,2.2222,1.3276,1.4444,2.1881,1.1826,1.1308,1.9926,2.0254,1.6683,1.7067,1.3251,0.7133,1.9067,1.5871,2.1104,1.6737,0.8148,1.5748,0.9122,1.7035,1.6432,1.6873,1.3509,1.4656,1.057,0.4105,1.601,1.2145,2.3433,0.6324,2.0338,1.9432,1.8912,1.1686,1.3937
51,1.9144,0.5427,1.5385,1.7812,1.6004,2.2211,1.3315,1.4328,2.1899,1.1787,1.1336,1.9857,2.0243,1.6708,1.7117,1.3149,0.7246,1.9016,1.5774,2.1021,1.6664,0.8098,1.5823,0.8989,1.7025,1.6463,1.6852,1.3485,1.4686,1.0493,0.4042,1.6044,1.2039,2.3447,0.6438,2.024,1.9418,1.8883,1.1561,1.3977
52,1.9108,0.5629,1.539,1.7698,1.5895,2.2205,1.3368,1.4197,2.1927,1.1749,1.138,1.9782,2.0238,1.6742,1.718,1.3033,0.7386,1.8962,1.5665,2.0929,1.6576,0.8043,1.5914,0.8829,1.7021,1.6507,1.6834,1.3465,1.4728,1.0402,0.3976,1.6092,1.1921,2.3472,0.6577,2.013,1.941,1.8853,1.1415,1.4033
53,1.9076,0.5832,1.5398,1.7585,1.5788,2.2201,1.3424,1.4067,2.1958,1.1715,1.1426,1.9709,2.0235,1.678,1.7244,1.292,0.7528,1.891,1.5559,2.0839,1.6491,0.7993,1.6008,0.8671,1.702,1.6555,1.6819,1.3449,1.4772,1.0315,0.3919,1.6143,1.1805,2.3499,0.6719,2.0021,1.9404,1.8825,1.1272,1.4093
54,1.9054,0.6335,1.5459,1.7334,1.5554,2.2244,1.3602,1.3787,2.2077,1.1692,1.1605,1.9582,2.0279,1.6907,1.7422,1.2676,0.7904,1.8826,1.5347,2.0664,1.6278,0.7888,1.6253,0.827,1.7067,1.6731,1.6834,1.3462,1.4913,1.0104,0.3826,1.6327,1.157,2.3622,0.7083,1.98,1.9449,1.8794,1.095,1.43
55,1.905,0.623,1.5441,1.7382,1.5598,2.2228,1.356,1.3839,2.2046,1.1688,1.156,1.9601,2.0263,1.6876,1.7383,1.2721,0.7823,1.8837,1.5384,2.0694,1.6323,0.7908,1.62,0.8355,1.7051,1.6686,1.6824,1.3452,1.4879,1.0148,0.3839,1.6281,1.1612,2.3589,0.7006,1.9839,1.9432,1.8796,1.1012,1.4249
56,2.1237,0.6241,1.6939,1.8608,1.6939,2.4209,1.4788,1.5639,2.3691,1.3787,1.3529,2.1697,2.2145,1.8047,1.7834,1.4284,0.8414,2.0615,1.7434,2.2687,1.6324,0.8302,1.644,0.8234,1.8897,1.8708,1.8747,1.5343,1.5932,1.03,0.4684,1.8231,1.3625,2.5633,0.7084,2.1849,2.1592,2.0202,1.2472,1.6225
